 item_code | total_spent 
 7TBTC21   |   226210.10
 WLX64JY   |   226006.05
 1DCTSCB   |   225944.20
 XRA73GR   |   225695.40
 22ELP9U   |   225621.18
 6C64WDA   |   225594.18
 2OP2S7Y   |   225543.42
 47CCWGN   |   225239.04
 E8FXBO8   |   225213.84
 SBY9AR1   |   224929.25
 TM6KJIK   |   224919.72
 ESJWCI7   |   224619.50
 ZFAI9YV   |   224568.40
 0WEKUGX   |   224428.22
 6XFGRX6   |   224363.70
 7DWYORG   |   224114.88
 6G346P6   |   223987.50
 FV25RD0   |   223674.88
 QB46WW3   |   223661.32
 5DQ7YIH   |   223658.76
 ZPBI73P   |   223656.12
 RRGNEG2   |   223609.24
 UZFGLBV   |   223567.56
 3T1VSYM   |   223507.31
 03AYJOM   |   223375.97
 841RMRE   |   223294.74
 AII51ZY   |   223110.00
 ARSJ3DW   |   223094.72
 KWUCYCU   |   223050.87
 05T3CW5   |   222927.76
 E1UI13V   |   222882.00
 R1X0FS2   |   222819.22
 HSI9FFY   |   222698.16
 83YQIA5   |   222612.50
 KJIR9B0   |   222610.08
 GGZKGON   |   222526.20
 J9BQF41   |   222523.20
 8A8UGOZ   |   222407.37
 3VVBEXI   |   222404.80
 D08W09W   |   222259.10
 PQDI05N   |   222024.60
 2JM4KCL   |   221897.30
 RPWST8L   |   221766.84
 NBS0KVU   |   221611.11
 LPYF561   |   221609.77
 WQE49IW   |   221461.20
 3RXFL7J   |   221374.26
 OKGVV9V   |   220896.30
 LUINBFW   |   220896.00
 U9A3KLT   |   220895.04
 085LLN4   |   220882.60
 H9V3YN9   |   220863.28
 KRGHAZZ   |   220812.56
 WC4ILKR   |   220666.87
 M14KZJF   |   220623.30
 XUSMC0L   |   220225.32
 A7DW5K6   |   220167.42
 74N1WCQ   |   220135.20
 GBJW0ZY   |   220074.00
 F6VCRMV   |   219964.00
 86USGM3   |   219939.78
 OD9VAI4   |   219794.96
 2PYT78O   |   219668.80
 GHC5RA2   |   219618.88
 EHSV7FW   |   219317.76
 9QDHH4S   |   219276.26
 Q5ST5UT   |   219022.64
 HZYK0RS   |   218832.16
 7MBO8ZM   |   218721.24
 DTIRLIW   |   218674.68
 5NVSP31   |   218643.56
 USYE79X   |   218572.95
 H0OJJQ9   |   218559.30
 MUEL077   |   218417.10
 EPUFL8A   |   218173.62
 G6SEPZR   |   217852.90
 ZGQIDZT   |   217800.60
 HIAXC0M   |   217435.40
 9ZVW7VC   |   217166.39
 OO4Z58G   |   217159.74
 V6LI191   |   217029.08
 AOXKP0A   |   216896.00
 L7KZWXJ   |   216878.48
 2YF4IVN   |   216812.64
 CGJRPA8   |   216797.79
 F0VWLV4   |   216784.68
 W4V7ASR   |   216742.50
 MW7GG5X   |   216721.44
 UU3WLFF   |   216669.60
 C16WZRV   |   216642.60
 VAX0O1V   |   216527.28
 L0ZTDNN   |   216336.12
 ED1CSQJ   |   216320.64
 UXNEF8O   |   216231.96
 PETU2C3   |   215910.49
 KME24G5   |   215670.32
 0W0B9A5   |   215499.66
 SBE5D27   |   215254.20
 PJOPQSM   |   215053.92
 HAOZEZR   |   214892.76
 48I4XYH   |   214872.75
 TSPK4Z9   |   214668.39
 OA0HY8D   |   214598.89
 63VP7IG   |   214541.60
 RF6MKQR   |   214528.95
 WK3AND9   |   214509.24
 DPCZGR7   |   214433.76
 VSC4KM0   |   214392.15
 ILPDD4W   |   214376.80
 QUMU0IV   |   214288.83
 9NSEYM2   |   214179.49
 0BNY47Q   |   214052.29
 HNRN7IO   |   213779.53
 GCBTCSJ   |   213759.01
 5X91SX1   |   213749.55
 N697KM3   |   213664.78
 N4W085K   |   213478.36
 V7V05H6   |   213312.96
 URI6P3S   |   213286.20
 4YO0SSC   |   213278.48
 6VB5HNN   |   213260.94
 QNAB0TU   |   213107.72
 GLSQYX2   |   213063.85
 EZK96GP   |   212952.06
 JU9NP0D   |   212868.46
 1H41L5V   |   212680.65
 D80IQI3   |   212258.30
 3ESC14O   |   212069.22
 27GUMMT   |   211981.75
 3QGIY01   |   211734.72
 O4WFIDM   |   211731.57
 ALF8R2L   |   211701.99
 10J15WY   |   211693.90
 LCE8B7K   |   211648.56
 XRLX900   |   211518.24
 2NUNHIZ   |   211417.78
 HDKNGV8   |   211397.34
 QP9Q6Y6   |   211291.58
 HFQ1MYV   |   211225.28
 45ZBIU7   |   210976.92
 HDNOECN   |   210895.23
 C9XCDUG   |   210790.65
 4EQ77UB   |   210738.60
 BB5LATY   |   210715.90
 41DONHM   |   210704.87
 YZONMF9   |   210664.18
 2YZ3QYU   |   210561.12
 AIT22X7   |   210505.68
 VRTWTHQ   |   210487.25
 7LE4QNV   |   210472.87
 2FWG8NM   |   210426.45
 RX75GIA   |   210296.60
 6AUOT2X   |   210222.24
 4MWD2N6   |   210112.38
 MEER2ZK   |   210097.53
 EXBH70L   |   210038.40
 QJCWJ4P   |   210001.92
 JNAOZXA   |   209959.50
 1JUVJKU   |   209923.86
 PAYBP2Q   |   209846.53
 12T7PTN   |   209842.35
 3V9FVXH   |   209812.50
 J7NHIBC   |   209730.78
 LSHW5EP   |   209716.70
 Z551PDS   |   209645.00
 P6FY7U8   |   209512.68
 4RBK5AH   |   209506.00
 YWLOMLE   |   209455.00
 WO25DQB   |   209300.05
 JNYKBKY   |   209244.28
 NWNOD3N   |   209155.76
 ZD88HQJ   |   209077.64
 N5SWAQB   |   208989.93
 XAOHSK9   |   208919.04
 2T4GR7H   |   208782.34
 MOLUGUV   |   208732.56
 KFDC0V7   |   208586.94
 KZ3KB1Q   |   208413.08
 CVBFDWM   |   208325.37
 GDXUSMI   |   208286.40
 RNUDU9F   |   208268.70
 B2U75HH   |   208166.40
 4QLAWA2   |   208116.04
 QRDPI9M   |   208100.40
 OE7DXB3   |   208038.93
 6NA70MU   |   208035.86
 F3WXS24   |   208033.92
 4W5W21A   |   207925.74
 IWKEK7C   |   207893.07
 RPB1R68   |   207766.68
 DZFT3NW   |   207542.88
 2KUVLXH   |   207513.27
 ZRS6YQM   |   207412.31
 SGJ1LDD   |   207197.65
 5I66JMZ   |   207098.02
 MKC4A5O   |   206981.28
 0R47VW4   |   206797.50
 5NXYQCS   |   206572.08
 1DMWP2U   |   206488.95
 YL1CNHO   |   206450.75
 E235H45   |   206352.00
 WCHQSZ1   |   206320.80
 FUOFO4O   |   206216.56
 HWBD1QY   |   206153.64
 RREM3JD   |   206136.82
 IGG4N9W   |   206123.20
 W34GMTT   |   206041.90
 SMV267Q   |   205863.25
 RX1Q33G   |   205649.04
 CTTLZRA   |   205592.62
 NZQEYZF   |   205584.66
 QIMNLPV   |   205449.84
 T9G5BCB   |   205400.46
 INYJNBE   |   205295.22
 WT0I8GJ   |   205104.80
 TCAT692   |   205061.22
 77VAC8F   |   204908.52
 OKFCLYG   |   204899.29
 0C4WPY5   |   204609.12
 EBQ1MH1   |   204504.52
 3E5EAT0   |   204441.75
 B72BFV4   |   204367.34
 CEYLCZR   |   204291.80
 NQ0FATC   |   204217.50
 T80C5BO   |   204063.13
 3HGIPMM   |   204035.76
 F2FXCRA   |   203987.16
 DAQKZD4   |   203942.52
 3ZT71IJ   |   203902.93
 F31G9OM   |   203793.04
 CZHWPSB   |   203764.00
 8M1W7NO   |   203710.50
 JL2YA6N   |   203502.86
 RO3YH86   |   203494.94
 MN26Q9X   |   203282.60
 3W6IEDI   |   203127.25
 775KF5Q   |   203039.48
 ZO03XX4   |   202951.69
 6RJEX17   |   202854.12
 23X5OSY   |   202775.04
 QZRP1FQ   |   202610.10
 GFY6T8Y   |   202606.56
 WLNMZBB   |   202502.70
 87PGTQD   |   202237.42
 9KMLJIG   |   202168.47
 XQW0TGZ   |   201849.24
 X1WQDZC   |   201847.32
 WI0O2W0   |   201785.16
 Y0TYGOQ   |   201767.28
 TW5ZDPG   |   201588.96
 E9J8WUV   |   201442.14
 7CZZTK5   |   201416.53
 0C5019J   |   201389.76
 UAGMLGL   |   201371.68
 MUBAWHQ   |   201259.60
 GFJ4Y7S   |   201205.76
 U8F6FPG   |   201181.08
 FAGVLXZ   |   201160.84
 OEU9M42   |   200982.54
 MJ0TUB7   |   200925.18
 YHOQ6ZZ   |   200911.95
 VG57AVC   |   200475.22
 IP4JD7Q   |   200339.58
 DIDWZHL   |   200321.45
 H49ANMS   |   200200.50
 BVNA1VD   |   199994.20
 I2554WK   |   199939.50
 LSSBQGH   |   199935.01
 O0UPQ6B   |   199894.21
 KONHLKQ   |   199790.73
 03NS5KA   |   199748.81
 I0KA2CX   |   199746.80
 Q87I34O   |   199552.10
 8S17QD6   |   199517.38
 GIL4EJ2   |   199493.85
 I4XEJIY   |   199312.92
 YUC2E4R   |   199050.80
 5NK1KNK   |   199015.50
 ZYXHLCI   |   198967.97
 CV7WRX7   |   198883.52
 592HTFC   |   198859.95
 OWZJNBE   |   198719.67
 W1S29FT   |   198701.91
 OP4MXFX   |   198631.41
 A9BBL0N   |   198579.40
 YAA3OY2   |   198516.71
 L9X7KPY   |   198492.30
 0LAQ1R4   |   198398.13
 DG4CZHG   |   198383.01
 7DRLMNI   |   198283.80
 XNEW8B4   |   198136.92
 74AAVNF   |   198128.52
 8FDIJ2D   |   198074.24
 6MU615D   |   198071.24
 QMCD5UG   |   197905.40
 L8VRXI6   |   197838.20
 JNOOL8V   |   197722.35
 84UTNO9   |   197711.80
 515XSI2   |   197675.73
 GMOYG0K   |   197624.95
 MWT1T4I   |   197588.84
 BFR5YLJ   |   197571.51
 A0UHZUS   |   197427.80
 XB1PLPQ   |   197403.58
 14TQPGL   |   197400.72
 5SSW69C   |   197304.28
 TM95LGJ   |   197019.55
 BF2OQDJ   |   196855.54
 B4243V0   |   196802.76
 0J38HJE   |   196716.86
 N5S619U   |   196509.80
 1SECZLJ   |   196503.33
 A6A6KDS   |   196478.48
 GCG2Y6U   |   196384.05
 9ZPQB14   |   196378.56
 H5RFPFP   |   196296.62
 GIHZG9O   |   196295.95
 CA8QVAE   |   196227.26
 LNF5280   |   196063.74
 S6O8SDT   |   195936.22
 DDYV5C3   |   195867.76
 FKSBJS7   |   195704.12
 77EMUEZ   |   195701.67
 CDRNUD0   |   195361.38
 5KXLW62   |   195284.13
 ONDNM6B   |   195244.32
 BS6Y6OT   |   195244.20
 BYAVL7T   |   195193.59
 XWZWMIY   |   195183.45
 KD3CMUR   |   195064.74
 KSD705I   |   195052.90
 2KT57CN   |   195003.63
 R6WDXN7   |   194998.33
 Z0EXEGU   |   194977.30
 9484Y05   |   194971.14
 WXMGK3C   |   194811.84
 E4WWGTN   |   194800.32
 WTMFT5D   |   194664.14
 LCO1I4N   |   194627.40
 EKT8DA6   |   194603.92
 IKT4O1O   |   194539.80
 MGH3HX0   |   194536.20
 XKVOBGS   |   194530.00
 MXKLD0Z   |   194310.90
 GU293UK   |   194280.72
 56F5H00   |   194212.92
 TATT5AA   |   194172.81
 V1KUC5H   |   194134.75
 DL6O0J7   |   193886.72
 MU3MZ5L   |   193690.90
 58MUJL5   |   193575.14
 1VGF92R   |   193525.00
 A0BJNS4   |   193406.40
 NZ0MSNM   |   193270.50
 D2EGSFC   |   193214.78
 GWU0PP2   |   193080.00
 HDBKJQW   |   192881.92
 ATSH7P5   |   192860.40
 FPXFDUN   |   192784.59
 QPQ2ZR6   |   192726.45
 ZQV5O3I   |   192634.40
 TYFPHJI   |   192588.75
 AD2KBTM   |   192551.00
 AZW5TF7   |   192439.62
 5JU7P2Z   |   192156.12
 KXM6V34   |   192061.02
 6J4IG7Q   |   191981.85
 4BL4XTG   |   191980.80
 307RQ4S   |   191965.20
 OO06JE6   |   191752.00
 TCABGIE   |   191695.28
 HC2UHSN   |   191693.07
 0GDW6OA   |   191593.62
 06O4L4P   |   191534.56
 J4C142J   |   191505.00
 I0N9P1I   |   191442.68
 Q7ZEFT5   |   191321.02
 HN7H37B   |   191212.00
 PXD1E2N   |   191110.68
 J9Q7ADV   |   191090.00
 2TJMUPI   |   190931.00
 ITFNHRX   |   190744.96
 VYE2EGO   |   190546.15
 6QR2IRK   |   190511.52
 R6CUW61   |   190369.62
 GI6GE8Z   |   190330.37
 PLYZQKZ   |   190240.00
 K0TCKSD   |   190182.40
 D98ZZFR   |   190123.66
 GS550SG   |   189960.05
 3XX47JU   |   189796.50
 0HBXO1Z   |   189732.75
 FILC9YN   |   189535.17
 3SH9HZQ   |   189391.56
 7P166MY   |   189376.68
 G46LEA2   |   189295.30
 X3D5VF4   |   189251.68
 UQODG0H   |   189149.60
 UR0SBB0   |   189126.00
 F7Z8EAO   |   188909.34
 ACH4HVR   |   188838.00
 7AHTEZU   |   188728.05
 14LT887   |   188702.80
 E859NYA   |   188645.60
 R2N1EZS   |   188585.28
 8SAUMHN   |   188559.36
 FKVC2U9   |   188552.27
 LNV2TUF   |   188521.20
 A3876LY   |   188460.72
 X06D7PC   |   188362.17
 N1H6N0I   |   188113.12
 IYYOTYJ   |   187952.94
 8NMJDD1   |   187872.16
 JF93F8N   |   187842.20
 LYOYVQI   |   187780.64
 HEZ83LY   |   187715.64
 BPSS2JH   |   187610.13
 92EYBUT   |   187468.80
 B8I0KHZ   |   187351.40
 JRT92NA   |   187290.47
 CS2U3RH   |   187237.16
 5ZSTE6X   |   187075.70
 LJDZX2T   |   187025.70
 NB6IHIE   |   186843.69
 5DQXDP4   |   186832.80
 BCK250X   |   186799.85
 YCBUZXS   |   186744.32
 JR1740W   |   186658.50
 3XI5SZG   |   186454.56
 6EPSHUP   |   186423.51
 2AWBG1S   |   186348.32
 DLS85ZU   |   186278.56
 04TI95P   |   186236.12
 OHS40BX   |   186110.70
 ZW1A0ID   |   185934.00
 OXRRPDI   |   185912.22
 AAPLW6G   |   185825.46
 YOONAOE   |   185545.58
 N064LK1   |   185421.96
 XW8AUAX   |   185415.20
 BVVNQAY   |   185389.20
 HSMSUP0   |   185367.42
 DUHP7T8   |   185226.80
 CYZ3E6K   |   185140.80
 C7UZPW4   |   184791.97
 12OCK20   |   184713.06
 L162XSU   |   184641.71
 H83VXCE   |   184572.50
 QGBLQPQ   |   184485.70
 RLEB1ZM   |   184465.00
 IL54O15   |   184389.65
 0N71QE7   |   184348.36
 JY79J75   |   184296.52
 V01DAF2   |   184149.76
 2L96WQ6   |   184115.44
 FSIJMG5   |   183869.40
 I4J1XEO   |   183252.75
 IP8Z0X8   |   183212.34
 WRQ522D   |   183161.30
 TL5BRYY   |   183159.24
 OFB80VE   |   183074.20
 6DD3I42   |   183071.20
 F0R5R0C   |   182956.20
 4UOEN6A   |   182851.20
 E2SC0FZ   |   182697.77
 LC5GCUJ   |   182694.05
 VBU8JBL   |   182589.18
 ZCAFMI7   |   182468.16
 HNO86D7   |   182331.51
 OAWIZAA   |   182178.48
 CSXZM4W   |   182167.96
 U4FIPSZ   |   181976.04
 CGEE2SV   |   181888.28
 NHAHMCY   |   181755.00
 6BF6E2M   |   181592.40
 X5A3OV1   |   181179.88
 ZOB18MR   |   181166.06
 3X01DM7   |   181165.00
 0WGDHF6   |   181018.32
 KUT065G   |   180885.95
 SJOAMKZ   |   180796.20
 FWMNR9G   |   180666.45
 BQF9J0B   |   180458.87
 DC3U3WG   |   180452.58
 YKZQ4ST   |   180436.39
 PXA3JFG   |   180261.45
 TTTAZ0L   |   180207.26
 NR908NA   |   180176.04
 0YYY50A   |   180132.66
 FHVFPXA   |   180104.00
 XLZEYLK   |   180070.24
 W0C40NO   |   180031.64
 G62INXU   |   179385.36
 9YOXW3R   |   179375.04
 TI05RH5   |   179347.32
 93RSHQN   |   179258.40
 QAND4LD   |   179226.81
 FWKIEUL   |   179208.64
 1EM0ZHR   |   179126.37
 H1HIITU   |   178991.20
 7J0JJJY   |   178954.73
 DNW99PF   |   178879.90
 GO325VK   |   178810.74
 N6QE7AJ   |   178565.40
 GOUD9QK   |   178535.54
 NPLOMKW   |   178511.97
 J621JE6   |   178476.56
 ZFNQLBG   |   178429.17
 7KSWVZM   |   178425.67
 6QJQ23K   |   178390.05
 8AZXLQZ   |   178339.41
 FX5BNG5   |   177798.14
 ISR5SGQ   |   177794.49
 JNGHPBE   |   177776.37
 N97JP2N   |   177686.32
 SS45ABP   |   177577.44
 VJPTPCG   |   177569.72
 BAXGXKD   |   177551.71
 0AM024Q   |   177499.74
 1V71AH7   |   177426.85
 PGIJ20V   |   177153.78
 80LSEWS   |   177142.84
 HDQ2G5S   |   177087.08
 TZRW346   |   176922.00
 3IWDAD7   |   176879.80
 1SKJ8DH   |   176852.52
 HC5WHSE   |   176772.80
 E77KGD2   |   176737.70
 LF4WJBC   |   176560.80
 RHAZQWE   |   176361.72
 5HBDDVM   |   176265.00
 GDBLPWJ   |   176195.08
 8TLN970   |   176192.64
 RISPHMO   |   176038.04
 L1KNTGF   |   175885.92
 X9R7LX4   |   175860.42
 JSRNRYL   |   175852.66
 K9SLKHR   |   175757.34
 47EDITZ   |   175573.62
 W5I797R   |   175404.96
 6HPWVAE   |   175376.00
 ZKFS8EC   |   175271.36
 N8T4U79   |   175192.54
 1DTT2X4   |   175063.00
 7R89JHT   |   174843.76
 UDT57HL   |   174709.02
 6ITAJ6J   |   174631.68
 64CKKNH   |   174560.00
 F5EH9Q2   |   174333.20
 9KSM219   |   174295.64
 MEGVKKT   |   174274.60
 4KQ9G1A   |   174257.61
 B9SNWJ5   |   174074.25
 JX70H1A   |   173954.80
 7ZBOOU5   |   173921.42
 WV5SVVE   |   173797.56
 0JRT530   |   173785.68
 HJCYK3E   |   173647.50
 F1D2U3K   |   173576.63
 EDE1MB2   |   173497.24
 FA36I35   |   173431.96
 NV6MEZK   |   173379.18
 WS9FJUC   |   173320.47
 07BP9W6   |   173098.54
 X1XIBUU   |   173090.58
 ZH3JW05   |   172864.44
 B88OSJ1   |   172778.76
 TPWTHZU   |   172689.10
 LCJMTMI   |   172557.00
 76V0UAY   |   172464.16
 CNPGKWM   |   172299.60
 T8689F7   |   172238.95
 T0SU17L   |   171846.64
 KG4JHLJ   |   171788.42
 44YIVW3   |   171708.46
 E3PF5KR   |   171667.47
 EN9NFZL   |   171665.34
 NEEG3V4   |   171635.52
 8XDCMAP   |   171544.80
 BRQB46R   |   171496.04
 PNBFAJC   |   171431.52
 U2JAU5N   |   171031.66
 UO837BJ   |   170716.15
 VFV2NFV   |   170660.25
 EEES8DS   |   170626.58
 1SQUW49   |   170611.64
 S2HLBA7   |   170457.20
 AQLQZWS   |   170370.20
 8TSIFEH   |   170347.32
 LQ73YUR   |   170304.90
 TC6SA9Y   |   170298.62
 BVUI67A   |   170239.05
 4EP3Q2S   |   170168.84
 NBV84OQ   |   170002.62
 FN1156W   |   170001.93
 X0ZWGFK   |   169971.81
 FUQHOXQ   |   169776.06
 F4B6LF3   |   169473.20
 WSO325N   |   169387.47
 Y7KGMRW   |   169239.00
 VF4Q8GH   |   169041.00
 EO428JY   |   168622.44
 RDN1H60   |   168473.40
 TQCJ2HU   |   168433.20
 WPY88XG   |   168401.70
 Q6YBJL2   |   168266.84
 JTTQ2IB   |   168161.28
 TO8YVOM   |   168143.17
 T9ZKQNT   |   168101.44
 R2NZBTR   |   167951.94
 KYDR9FX   |   167821.48
 I58DQVK   |   167648.78
 J4UEX5P   |   167533.30
 AHW7CFY   |   167517.68
 ZAGP9TO   |   167491.20
 RE75AXH   |   167419.31
 22HQQ6N   |   167152.50
 U2H5QBD   |   166790.12
 KMRGW9H   |   166572.06
 GYPH49U   |   166364.88
 R4LZ9AW   |   166324.96
 V0TS0KL   |   166286.45
 LFF8O5N   |   166257.45
 BO37G3N   |   166089.68
 DBGJE5Q   |   165939.90
 AXGO0KJ   |   165736.72
 3NFSQRU   |   165694.10
 RWN2ZWU   |   165651.36
 C5KEMVP   |   165608.34
 PJ8FU5I   |   165577.72
 E5JDSGV   |   165414.55
 ZA2NIUC   |   165352.44
 867EE4Q   |   165326.88
 I0NJYM2   |   165161.70
 HSGECNS   |   165061.83
 YT9N30E   |   164844.68
 L195TJX   |   164732.33
 5951TXQ   |   164592.98
 9R165XJ   |   164534.22
 1UAKBZG   |   164438.73
 3X3UF7N   |   164420.62
 2K2TXG0   |   164368.19
 STR5J5C   |   164340.42
 O096ASU   |   164135.70
 FWDWVXT   |   163961.52
 M8N8RKS   |   163906.93
 L2RQ7U7   |   163895.82
 N22KHAT   |   163804.20
 UT3GLE7   |   163465.20
 C0X781W   |   163203.30
 QZ2HVCZ   |   162987.75
 K4HSVK1   |   162959.06
 YC1EHIZ   |   162941.84
 GQ1WLD3   |   162852.54
 2ENIBCU   |   162617.40
 CY9OLOI   |   162607.76
 SGVRY0U   |   162600.02
 018HKN2   |   162595.84
 TQMICBB   |   162572.70
 T2ZC8TU   |   162539.12
 SU1PCE2   |   162322.50
 KDVB5GI   |   162236.16
 DO88KNG   |   162117.44
 3HIBWFT   |   162038.07
 9M4DAC5   |   161984.34
 QRIU5JV   |   161862.96
 BF7CYLL   |   161831.04
 EJY9CPT   |   161743.60
 9X4MWNT   |   161706.20
 18ILQDL   |   161644.98
 3XZE3P6   |   161590.32
 1Z4VMK5   |   161496.02
 7K859QT   |   161251.48
 JHWZ44D   |   161053.75
 8PVI6H3   |   161033.24
 5FJ7RFY   |   160695.00
 J8B5SLJ   |   160646.94
 OVGI7ZH   |   160627.20
 R1C7BHC   |   160544.58
 RZAKF2T   |   160534.35
 BAB538Z   |   160507.20
 849W8MC   |   160493.58
 X9TEXWL   |   160473.00
 2RFZFB6   |   160394.58
 QHTP097   |   160298.10
 7UMMBQU   |   160181.34
 39LGWDW   |   160150.40
 5IBZZHJ   |   160003.40
 GO1Q0U3   |   159983.04
 WEQEBPZ   |   159601.35
 F7REOLG   |   159464.50
 05B8XOO   |   159390.96
 YDVUCFR   |   159366.62
 9591SJS   |   159234.57
 7IBAPP3   |   159185.00
 ZVMVGOJ   |   159148.72
 SC1U8UE   |   159060.69
 ALQ2OF3   |   158825.00
 STD9D58   |   158725.80
 FEAA3FQ   |   158723.77
 R9RK1UU   |   158637.48
 5UB8MDS   |   158551.49
 QCFQNBU   |   158395.80
 2VZMI27   |   158324.40
 0SJCOQO   |   158200.44
 S48CT0A   |   158115.36
 H11PCHV   |   157524.42
 XS6D7SJ   |   157468.00
 BK4DYKN   |   157424.76
 BOWMYTK   |   157420.16
 FC8TZJP   |   157396.84
 GIDLMGO   |   157337.50
 UKMEQPN   |   157320.38
 8GOODIT   |   157277.25
 KACZBW7   |   156642.08
 Y63287Q   |   156599.14
 HZO192F   |   156453.95
 5LQ3XQ5   |   156331.52
 FVR9WMS   |   156252.00
 HJU89OY   |   156217.05
 2NJG1EX   |   156213.18
 3TAD94H   |   156147.21
 EAOIB98   |   155915.40
 AROQAHJ   |   155665.56
 P8V6HKJ   |   155590.39
 4SBPV1C   |   155432.55
 DT6C201   |   155357.40
 X9VT780   |   155240.06
 MWL496T   |   155159.96
 APPS17W   |   155151.36
 S14KH0Z   |   155141.77
 PSX526E   |   155115.09
 3ZKSXDK   |   154986.00
 KUUU35R   |   154828.50
 U2VZ1JD   |   154774.80
 SPEEXBW   |   154694.46
 OK81A4X   |   154642.88
 LEPJPR3   |   154617.82
 GNTCDR5   |   154512.60
 IHNVWMA   |   154507.50
 4GKE8JX   |   154503.12
 QT9QVJI   |   154445.76
 RUDPS0B   |   154405.02
 HU9YCTN   |   154180.11
 SB0VDTS   |   154150.10
 HENIVZI   |   153840.10
 8KAFURJ   |   153782.40
 LCX5UD2   |   153640.38
 HGF2ALT   |   153547.74
 2S0RII0   |   153412.38
 T5BHJ40   |   153327.08
 OU157IE   |   153302.50
 RIIS0HH   |   153291.84
 LBQXYLN   |   153286.86
 79305X3   |   153160.14
 QLIAR6X   |   153019.92
 KEQSGVN   |   152998.78
 N94H83V   |   152586.92
 KET2VQ9   |   152581.00
 RM0ZRSW   |   152537.00
 NY2X0UI   |   152397.00
 DZ3NPB4   |   152212.32
 MEP2AUJ   |   152064.27
 BQVLJ2W   |   152052.48
 IEGTPD9   |   151938.80
 KQPS872   |   151911.27
 PZYF4BY   |   151867.16
 CZM6IOU   |   151799.44
 23MRX60   |   151760.31
 35IRSY9   |   151675.74
 MTMP2GW   |   151540.30
 M1YA9CS   |   151497.09
 YHK4IAD   |   151334.04
 WUKWY6R   |   151267.88
 M6M8TMZ   |   151074.12
 BALYGV9   |   151021.36
 9JW7ISN   |   151008.00
 YQRCCFN   |   150937.14
 UO7JA2B   |   150877.72
 CLCBCUT   |   150841.38
 0YSXAHX   |   150806.25
 7VXE48G   |   150798.90
 192K94Q   |   150573.50
 KFNQ32X   |   150535.16
 2ID6S8A   |   150518.31
 QHOZF48   |   150424.38
 YVJ55FS   |   150366.39
 0KF8J3D   |   150336.00
 I6L50J1   |   150296.74
 M44DMJV   |   150246.30
 SA0XA68   |   150227.50
 MNU3ZFI   |   150217.30
 65OWLQG   |   150210.53
 K8C0EKJ   |   150172.26
 7FLVCOU   |   150154.75
 BVK8IK2   |   150080.95
 3UEO7DZ   |   149606.00
 YXKE8XD   |   149400.72
 NXEMKDA   |   149280.81
 CG34ZAT   |   149190.30
 05IJ4LQ   |   149063.75
 852XVJE   |   148994.00
 VAMK3QZ   |   148942.70
 BD7OJQ3   |   148905.28
 172BO9V   |   148790.08
 S3IRB9K   |   148762.11
 WY0C7V8   |   148725.12
 1LF5H3W   |   148594.49
 MUITFLH   |   148419.54
 QBHO807   |   148260.80
 39VTZAN   |   148217.94
 4AV0D5E   |   147793.75
 W6I9Z5H   |   147788.80
 GYVO01U   |   147621.78
 J3NUOZT   |   147597.65
 1N3X928   |   147589.52
 86AHNVV   |   147473.44
 M9SQCYY   |   147418.34
 P1PZQIE   |   147384.40
 OYKTS36   |   147321.30
 C7HJG88   |   147290.40
 2B2Y682   |   147252.60
 MUXD0YP   |   147240.48
 LT5SO2T   |   147064.34
 KI88SBS   |   146976.58
 B9309UW   |   146964.48
 H4WOV2K   |   146890.80
 BKBRD3J   |   146808.10
 04RLLUS   |   146805.50
 VZWW1JI   |   146774.77
 DH9VOMH   |   146711.81
 YIDGMSX   |   146684.16
 KPZJDTB   |   146509.00
 RG9AXF7   |   146499.15
 OOYNJZQ   |   146232.10
 1KRDEDI   |   145965.40
 4HA4BE2   |   145874.56
 TS02WT4   |   145627.56
 USAQCLV   |   145596.15
 U0AH7MF   |   145589.95
 BLBR8RJ   |   145491.25
 3YDT9W1   |   145473.40
 RULK25D   |   145384.20
 84YFMTH   |   145373.76
 ISNGED7   |   145250.78
 X0RDCVR   |   145233.24
 MUKPYXK   |   145080.44
 JCQMSFL   |   144818.54
 X2MOREF   |   144657.38
 BUI95W9   |   144580.08
 A2UY3SK   |   144480.03
 2PK6T5T   |   144332.85
 Q8TCFUP   |   144290.75
 VH9P6CV   |   144289.92
 JEDWX78   |   144243.04
 9RSHUB5   |   144218.75
 DAOECK5   |   144178.20
 VH3LX8Q   |   144010.94
 VN0EBG4   |   144001.11
 GSMZPOI   |   143971.74
 PSWEKXZ   |   143906.70
 GYP89J4   |   143882.48
 DPXEO78   |   143868.96
 1YZCPJH   |   143674.44
 ZYKYLYT   |   143672.55
 2S7U7OL   |   143628.80
 1WA03XO   |   143471.04
 TC94P9Q   |   143423.10
 RVHXDXR   |   143158.40
 X8B85IG   |   143065.40
 UBO0L33   |   143024.81
 XD9AAV1   |   142782.15
 34WRFK2   |   142636.35
 BVOEK9A   |   142619.29
 ZVWCWPL   |   142498.48
 07M71XB   |   142222.00
 LJCXF3K   |   142196.60
 8F9IQHV   |   142051.28
 852SLS4   |   141998.96
 FLC3RZR   |   141917.40
 ZK974IP   |   141855.08
 EBP6N98   |   141802.62
 RLBLFU5   |   141786.58
 3VB8NDJ   |   141776.92
 QL9Y6YN   |   141767.52
 LJ0NHM3   |   141526.26
 WYIZU5G   |   141512.52
